,id,opening_name
10853,6trard8c,Modern Defense: Mongredien Defense #2
10854,hmdl0w8w,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
10855,duXiJ0pn,Philidor Defense
10856,U4OAlML9,King's Knight Opening: Normal Variation
10857,T5Tw3xK8,Russian Game: Three Knights Game
10858,9TfvlecI,Queen's Pawn Game: Chigorin Variation
10859,SEHTnWiY,Ruy Lopez
10860,b0hUnjFC,Russian Game: Three Knights Game
10861,Opuye45m,King's Pawn Game: Damiano Defense
10862,j3w4g2Ir,King's Pawn Game: Damiano Defense
10863,Z9HpCF52,Philidor Defense #2
10864,aMPPfohl,Queen's Pawn Game: Anti-Torre
10865,ZGsHiCy6,French Defense: Franco-Hiva Gambit I
10866,LexXcvwW,Van't Kruijs Opening
10867,oz57kbkx,Ruy Lopez: Exchange Variation
10868,16iAz1Qg,Ruy Lopez: Exchange Variation
10869,VvjiH4mi,King's Pawn Game: Damiano Defense
10870,xnRcvcUb,Van Geet Opening: Reversed Nimzowitsch
10871,d3e8xent,King's Knight Opening: Normal Variation
10872,qy6daw6b,King's Pawn Game: Wayward Queen Attack
10873,nurzksro,King's Pawn Game: Damiano Defense
10874,7aqc2j71,King's Pawn Game: Wayward Queen Attack
10875,yl27t99c,Scandinavian Defense: Mieses-Kotroc Variation
10876,7oj8w0gs,Scandinavian Defense: Mieses-Kotroc Variation
10877,8c6q7gtu,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
10878,ottirrs4,Queen's Gambit Accepted: Old Variation
10879,7txa5bb6,Philidor Defense #2
10880,yy0nuw66,King's Pawn Game: Damiano Defense
10881,75jcfnyj,King's Pawn Game: Damiano Defense
10882,075j44pb,Philidor Defense #2
10883,hpvop2xm,French Defense: Steinitz Attack
10884,7mrz38oc,Philidor Defense #2
10885,l0t904Yi,Scandinavian Defense: Main Line
10886,zfb7n32a,King's Pawn Game: McConnell Defense
10887,a4tHXKRe,Ruy Lopez: Steinitz Defense
10888,WRiJm4Mp,French Defense: Steinitz Attack
10889,o66za6e9,French Defense: Two Knights Variation
10890,malwH97c,Sicilian Defense: French Variation |  Open
10891,dTsMcHgo,Queen's Gambit Accepted: Slav Gambit
10892,X9yJHgjy,Pirc Defense: Byrne Variation
10893,OWWFwZ6r,Alekhine Defense: Scandinavian Variation
10894,cNwkCLkt,Dutch Defense: Staunton Gambit
10895,LdvDHXUU,Italian Game: Giuoco Pianissimo |  Normal
10896,i8yLq9uQ,Slav Defense: Quiet Variation |  Pin Defense
10897,uVjFO1La,Queen's Pawn Game: Levitsky Attack
10898,o4OJRVRQ,English Opening: King's English Variation
10899,SPhc3n6O,Pirc Defense: Classical Variation
10900,g9lOmjG1,Queen's Gambit Declined: Tartakower Defense
10901,4yzcT3Hg,Robatsch (Modern) Defense
10902,6QAOOLe1,Ruy Lopez: Exchange Variation
10903,yDtl6Qc2,Dutch Defense
10904,cE8Xqsqy,Caro-Kann Defense: Two Knights Attack
10905,m6udjdb1,Queen's Gambit Accepted: Old Variation
10906,fO6V2u8B,Center Game #2
10907,OQa4DYsy,Bird Opening
10908,aIeSyf72,Van't Kruijs Opening
10909,RBszfxvB,French Defense: Steinitz Attack
10910,s2LBE9KF,Scandinavian Defense: Mieses-Kotroc Variation
10911,bcNNJClM,Scotch Game
10912,IxTRb17q,Van't Kruijs Opening
10913,PFjigVJt,Queen's Gambit Declined
10914,hc72GMoq,English Defense #2
10915,vfi2eyjM,King's Knight Opening: Normal Variation
10916,OcVic5PN,Bird Opening
10917,vDR5OjC2,Queen's Indian Defense: Spassky System
10918,GtGSH2AV,Scandinavian Defense: Mieses-Kotroc Variation
10919,nxCQbJ5D,Alekhine Defense: Krejcik Variation
10920,hHR7b0fc,Scandinavian Defense
10921,jmzlKbAD,King's Gambit Accepted |  Dodo Variation
10922,PjHg32Up,Hungarian Opening
10923,ggx3gLIs,Queen's Pawn Game #2
10924,8nmDlxg3,Sicilian Defense: Snyder Variation
10925,uqr1r5f5,Pirc Defense #2
10926,o8JHu2c6,Center Game
10927,g5DqM7Yw,Alekhine Defense: Four Pawns Attack
10928,NXdwe10B,Center Game: Hall Variation
10929,dbOuctuG,English Opening: King's English Variation |  Three Knights System
10930,v3w7dl0t,King's Pawn Game: Wayward Queen Attack
10931,tE3If1kR,Old Indian Defense
10932,YCE65FCV,Philidor Defense #3
10933,gM9yjnPp,Sicilian Defense: Bowdler Attack
10934,NbO7a7Py,King's Knight Opening
10935,zcqgxDTl,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2
10936,QhetAAxd,Sicilian Defense: Smith-Morra Gambit #2
10937,yn9SHLYR,Sicilian Defense: Bowdler Attack
10938,ox1fyx2B,Sicilian Defense
10939,RkdPuw1U,King's Knight Opening: Normal Variation
10940,g2Vmodta,Sicilian Defense: Old Sicilian
10941,mlSeqeQh,Sicilian Defense: Old Sicilian
10942,B0dA7Yk8,Ruy Lopez: Cozio Defense
10943,N4l3E8hE,Ruy Lopez: Steinitz Defense
10944,vdUtExQG,Indian Game
10945,O2ci3bgU,Sicilian Defense: Staunton-Cochrane Variation
10946,qzOiByYq,Sicilian Defense: Bowdler Attack
10947,CkFBw3cK,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation
10948,BmqrfxDS,Ruy Lopez: Berlin Defense #2
10949,lZWDu2gI,Polish Opening: Bugayev Attack
10950,2IJLT29A,Sicilian Defense: Classical Variation
10951,ocBJ7MFo,Scotch Game
10952,ZU3NnTox,Sicilian Defense: Bowdler Attack
10953,FeYXf3IO,Sicilian Defense: Paulsen Variation |  Normal Variation
10954,xOUsPgfg,Nimzo-Larsen Attack
10955,nPTXrbO2,Ruy Lopez: Steinitz Defense
10956,vkd29lQg,Van't Kruijs Opening
10957,oLUVoIDT,Sicilian Defense: Old Sicilian
10958,dHefvPxL,Sicilian Defense: Smith-Morra Gambit #2
10959,i12wLsl3,Sicilian Defense: Bowdler Attack
10960,afU8QMl8,Ruy Lopez: Berlin Defense #2
10961,gw25NMZd,Ruy Lopez: Bird Variation
10962,IuMuM6Gx,Sicilian Defense: Staunton-Cochrane Variation
10963,HqngX6cr,Sicilian Defense
10964,KHfpoEVJ,Sicilian Defense: McDonnell Attack
10965,dx7QF5Xq,English Opening: Mikenas-Carls Variation #2
10966,NHzjjTxn,Sicilian Defense: Bowdler Attack
10967,ZWCFfUT1,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
10968,gh3JXS6T,Modern Defense
10969,FKu8AKwW,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
10970,cuKM6fjv,Sicilian Defense
10971,lnv08qNt,Philidor Defense
10972,hxobm1EQ,Sicilian Defense: Bowdler Attack
10973,PlJrSvzZ,Ruy Lopez: Morphy Defense |  Caro Variation
10974,FWzOfC7F,Sicilian Defense: Closed Variation |  Traditional
10975,E6rVRQ0q,Philidor Defense #3
10976,cd7lrgky,Alekhine Defense
10977,9u24li8b,Zukertort Opening: Reversed Mexican Defense
10978,t6zuxhof,Alekhine Defense
10979,120thlxd,Kadas Opening
10980,kzz2tc75,Blackmar-Diemer Gambit
10981,a8iwlast,Queen's Pawn Game: Chigorin Variation
10982,cvn7dnxh,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
10983,mmsuk6m8,King's Pawn Game
10984,5vozMQxm,King's Gambit Declined |  Classical Variation
10985,q3tH2RBo,Sicilian Defense: Kan Variation |  Knight Variation
10986,6NS6uVXt,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation
10987,HCe2JsAV,King's Gambit Accepted: Modern Defense #2
10988,hRBVYR8z,Italian Game
10989,vjOb1hH3,Scotch Game
10990,dDa8QEL7,Three Knights Opening
10991,QTvkTwAj,Four Knights Game: Italian Variation
10992,d68rRQux,Russian Game: Damiano Variation
10993,WZY4Rgqy,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
10994,UhfZ6F0k,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation
10995,ICiJjva9,Philidor Defense: Paulsen Attack
10996,U6seWt7S,Four Knights Game: Italian Variation
10997,jUfk3nGI,King's Pawn Game: McConnell Defense
10998,2qzGbNZl,Scotch Game: Classical Variation
10999,P45BOMHM,French Defense: Normal Variation
11000,svS359EG,Alekhine Defense: Scandinavian Variation
11001,WFMAPWKf,Nimzowitsch Defense: French Connection
11002,iN5KeQ1Y,Scandinavian Defense: Mieses-Kotroc Variation
11003,pMRPi49F,Scotch Game
11004,PQKXAH9Y,Scotch Game: Classical Variation |  Intermezzo Variation
11005,Yyp1t2Tm,Scotch Game
11006,0Q6vo24M,Bishop's Opening: Vienna Hybrid
11007,7j2uvCst,Scotch Game
11008,pD7Ovdwe,Philidor Defense
11009,jTT90wZV,Sicilian Defense: Sozin Attack |  Leonhardt Variation
11010,13yvuafK,Scotch Game
11011,wt6XA6Mz,Scotch Game
11012,IbPE2DY5,Philidor Defense: Hanham Variation
11013,N0RoY5NF,Sicilian Defense #2
11014,DxuuNEWs,French Defense: Two Knights Variation
11015,CeXgPhwg,King's Pawn Game: McConnell Defense
11016,lZzOy7gB,Owen Defense
11017,faRDmm0d,Scotch Game
11018,WjOqp3o7,French Defense: Normal Variation
11019,YCStYcvw,Rat Defense: Balogh Defense
11020,PBR9aMUP,Scotch Game
11021,GuuFw2QB,Scotch Game
11022,0R4m8o8r,Scandinavian Defense: Main Line
11023,ANpyacAO,Sicilian Defense: Chekhover Variation
11024,hKemjLOk,Scotch Game
11025,tnVqklpS,Russian Game: Three Knights Game
11026,hHp6JmOU,King's Pawn Game: McConnell Defense
11027,hOzTAszp,Scotch Game
11028,pINE1Zwu,Guatemala Defense
11029,wqYzASv5,Sicilian Defense: Closed Variation |  Traditional
11030,M2RiWgZM,Philidor Defense: Exchange Variation
11031,0ujeu0vy,French Defense: Advance Variation
11032,x0ajg2cb,Italian Game: Two Knights Defense
11033,2ydc4zpy,Sicilian Defense: French Variation
11034,nuakxu16,King's Pawn Game: Leonardis Variation
11035,ohdkvncn,Bishop's Opening
11036,2liyxvck,Queen's Pawn Game #2
11037,mf7u2otf,Philidor Defense
11038,utpmb2tq,Alekhine Defense: Scandinavian Variation
11039,oORj3aQk,Queen's Gambit Accepted: Rosenthal Variation
11040,WZOopFki,Caro-Kann Defense: Karpov Variation
11041,bh9enfi1,English Opening: Agincourt Defense |  Catalan Defense |  Semi-Slav Defense
11042,Z4NcnKZs,King's Pawn Game: Pachman Wing Gambit
11043,sDRvYTPm,King's Pawn Game: Napoleon Attack
11044,se2axl9m,Italian Game: Classical Variation |  Albin Gambit
11045,kb23ouw0,Queen's Pawn Game: Chigorin Variation
11046,am6yfi76,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
11047,wf52f200,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
11048,whrd557n,Queen's Pawn Game: Mason Attack
11049,169wu38c,Queen's Pawn Game #2
11050,3lhoa8m6,Mexican Defense
11051,3xscvbzo,Center Game Accepted
11052,ej9csmlt,Sicilian Defense: Old Sicilian
11053,ii7bRrBZ,Queen's Pawn
11054,KNmloNKr,Indian Game: Pawn Push Variation
11055,fIsfhLNX,Vienna Game
11056,sOOI1BsD,Van't Kruijs Opening
11057,FfaKr5Nh,King's Pawn Game: McConnell Defense
11058,WoCFrjS6,King's Pawn Game: McConnell Defense
11059,PBHhm0si,Van Geet Opening
11060,dPJbhVnc,King's Pawn Game: McConnell Defense
11061,thxonzrs,King's Gambit
11062,95jBrYsR,Caro-Kann Defense
11063,9sDMZpQz,Queen's Pawn
11064,Ui5Hnfj4,King's Pawn Game: McConnell Defense
11065,QFxBxZUl,Indian Game: Pawn Push Variation
11066,HMW1gDRw,English Opening: The Whale
11067,jp9sm8uA,King's Pawn Game: McConnell Defense
11068,ze70mbB6,Caro-Kann Defense
11069,M6ziRUK5,King's Pawn Game: McConnell Defense
11070,8v1jgibk,Queen's Pawn
11071,K0Is8Z41,King's Pawn Game: McConnell Defense
11072,XohxnkNn,King's Pawn Game: Napoleon Attack
11073,GAMrW9iV,Queen's Pawn
11074,aMF9UzZJ,King's Pawn Game: McConnell Defense
11075,5IbEpJQj,Queen's Pawn
11076,5MZBCEpe,King's Pawn Game: McConnell Defense
11077,tMS0yG8e,Caro-Kann Defense
11078,f9gPeM93,King's Pawn Game: McConnell Defense
11079,nhuejukv,Semi-Slav Defense: Accelerated Move Order
11080,PtawbcAG,Queen's Pawn Game #2
11081,tnbAnihb,Bishop's Opening
11082,uSrIGsuA,King's Pawn Game: McConnell Defense
11083,bgflj0i4,Queen's Pawn Game: Anti-Torre
11084,14DC6qxt,Vienna Game
11085,ASYOfiGp,King's Pawn Game: McConnell Defense
11086,xyg6aZX9,Queen's Pawn
11087,hZOlTr8J,King's Pawn Game: McConnell Defense
11088,CIL4PPNu,Queen's Pawn
11089,YRwPe6bv,Queen's Pawn Game: Torre Attack
11090,cOpD3x4M,English Opening: The Whale
11091,tzkOlOzA,King's Pawn Game: Napoleon Attack
11092,RDVPNQQW,King's Pawn Game: McConnell Defense
11093,7DtHjZ4r,King's Pawn Game: McConnell Defense
11094,YnQbhy8h,Queen's Pawn
11095,Rht55R2z,Saragossa Opening
11096,yqdfKjjW,King's Pawn Game: Macleod Attack
11097,RjzbVkAQ,Caro-Kann Defense
11098,LRyvtfRZ,Bishop's Opening
11099,Jf8BH6Pj,Queen's Pawn
11100,CRaVtm7J,Van't Kruijs Opening
11101,c9j2evbq,Caro-Kann Defense: Two Knights Attack
11102,j0xjkqi8,Caro-Kann Defense: Advance Variation
11103,1ymnf49d,Caro-Kann Defense
11104,zfq8h1yo,Slav Defense
11105,bmibxknl,Caro-Kann Defense
11106,wqZQ8kZY,Philidor Defense #2
11107,l196keq2,Philidor Defense #2
11108,0mlgi7lu,Indian Game: Seirawan Attack
11109,r5m0yfut,Center Game: von der Lasa Gambit
11110,1dyueyv5,Philidor Defense #3
11111,yr4juevv,Sicilian Defense
11112,rosgn2cd,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
11113,amymqe5g,Ruy Lopez: Steinitz Defense
11114,473r66l5,Queen's Indian Defense: Spassky System
11115,8rnrs8om,Sicilian Defense: Paulsen Variation |  Normal Variation
11116,iczatg93,Van't Kruijs Opening
11117,r1hhvoxa,Italian Game: Two Knights Defense |  Polerio Defense |  Suhle Defense
11118,cwc5j118,Van't Kruijs Opening
11119,nr4h4juv,Van Geet Opening
11120,p4koms3u,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation
11121,uvjc60vd,Alekhine Defense: Maroczy Variation
11122,btzyiox6,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation
11123,bjege9pd,King's Pawn Game: Leonardis Variation
11124,z9e5g27z,Modern Defense
11125,xe5op87j,English Opening: Agincourt Defense
11126,9cqw1v64,Modern Defense: Geller's System
11127,e496i1uf,English Opening: The Whale
11128,3h5xjo38,Pirc Defense #4
11129,21vxbpii,Pirc Defense #5
11130,xk6o8dea,Horwitz Defense
11131,auiif4hv,French Defense: Normal Variation
11132,q7hubuus,Van't Kruijs Opening
11133,xvqfkrf5,Zukertort Opening: Queen's Gambit Invitation
11134,do6pu01t,Van't Kruijs Opening
11135,w2cbibr5,Van't Kruijs Opening
11136,49fjbvpd,Van't Kruijs Opening
11137,b5yvt1jc,Zukertort Opening: Queen's Gambit Invitation
11138,ehirwgny,Horwitz Defense
11139,xcc9tsbn,Van't Kruijs Opening
11140,eer8gigu,French Defense: Knight Variation
11141,fad468a9,French Defense: Steinitz Attack
11142,em0qej9n,French Defense #2
11143,7u1txzlq,Van't Kruijs Opening
11144,uan5l262,Van't Kruijs Opening
11145,jj537ypz,French Defense: Normal Variation
11146,um435lp7,Van't Kruijs Opening
11147,46sxm0j6,Van't Kruijs Opening
11148,hx8u4yuw,Van't Kruijs Opening
11149,w9d59vte,Van't Kruijs Opening
11150,ex2qp159,French Defense: Queen's Knight
11151,ctq876mg,Van't Kruijs Opening
11152,ge7okdud,French Defense: Bird Invitation
11153,q0lziklz,Van't Kruijs Opening
11154,0jdy8geu,French Defense: Normal Variation
11155,63k3idsm,French Defense: Steinitz Attack
11156,iwzkl2y2,Polish Opening
11157,k6z1633k,French Defense: Steinitz Attack
11158,mrtel5f3,French Defense: Knight Variation
11159,flfpw5py,French Defense: Mediterranean Defense
11160,y6zydjs8,Mieses Opening
11161,twszsl57,Van't Kruijs Opening
11162,g5oz4gmk,Zukertort Opening: Queen's Gambit Invitation
11163,glp05xub,Van't Kruijs Opening
11164,6sm5keef,Horwitz Defense
11165,8pg02dzp,Nimzowitsch Defense: Franco-Nimzowitsch Variation
11166,tfoqvqxm,French Defense #2
11167,kkdrqmsp,French Defense: Normal Variation
11168,alt2meng,Horwitz Defense
11169,jxganx24,Mikenas Defense
11170,j1f8xgsb,Van't Kruijs Opening
11171,fdjnkn6q,French Defense: Normal Variation
11172,xkwp9u0z,Van't Kruijs Opening
11173,3a431g2o,French Defense: Knight Variation
11174,ctowgs7k,French Defense: Normal Variation
11175,kKId5Nq6,St. George Defense
11176,fGrKuTIi,Horwitz Defense
11177,QNkHvnCO,Scandinavian Defense: Mieses-Kotroc Variation
11178,2ma32m9r,Alekhine Defense: Four Pawns Attack |  6...Nc6
11179,LtroB6lt,Zukertort Opening: Queen's Gambit Invitation
11180,KLwXr9hV,King's Gambit Declined |  Queen's Knight Defense
11181,bKk8ZUUs,French Defense: Queen's Knight
11182,ggb2V0o4,French Defense: La Bourdonnais Variation
11183,B6hZBPh6,Sicilian Defense: McDonnell Attack
11184,uIglGfpA,Horwitz Defense
11185,kl9mhJMd,French Defense: La Bourdonnais Variation
11186,HAphXmXl,French Defense: Advance Variation |  Nimzowitsch System
11187,GlnDEDbg,Horwitz Defense
11188,g2lUIoKU,Hungarian Opening: Catalan Formation
11189,z12w4I0Q,King's Gambit Accepted |  Muzio Gambit |  Sarratt Defense
11190,zzcDhaYF,French Defense: Knight Variation
11191,Ta0nkzzk,King's Gambit |  Falkbeer Countergambit Accepted
11192,9hqW6wtl,French Defense: Queen's Knight
11193,19o8liTP,Sicilian Defense: McDonnell Attack
11194,rKJH4EQN,King's Gambit Declined: Classical |  Soldatenkov Variation
11195,2mCo1EnA,French Defense: Paulsen Variation
11196,oYG0Q9HC,French Defense: Schlechter Variation
11197,vBsVD3rD,Caro-Kann Defense
11198,WIwHx39n,French Defense: King's Indian Attack
11199,q7f56zpy,French Defense: La Bourdonnais Variation
11200,9dw9KpDK,King's Gambit Accepted: Modern Defense #2
11201,psGOD6Ch,King's Gambit Accepted |  Fischer Defense
11202,pAQbuN8s,Horwitz Defense
11203,vZUh3Jht,Hungarian Opening
11204,pUNe0vXT,French Defense: Knight Variation
11205,OvicOMpT,English Opening: Agincourt Defense #2
11206,ozdhcBwW,Scandinavian Defense: Mieses-Kotroc Variation
11207,yLxiW13Y,French Defense: Advance Variation #3
11208,nqXzmeXw,Hungarian Opening
11209,qZNbcVrl,Scandinavian Defense: Main Line
11210,aNGy83KH,Indian Game
11211,pCjUTx7n,Four Knights Game: Spanish Variation |  Classical Variation
11212,6tjettIT,Caro-Kann Defense: Exchange Variation
11213,glk9SiIG,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
11214,hrnqkGeJ,Four Knights Game: Scotch Variation Accepted
11215,3CB6Onyb,Sicilian Defense: Dragon Variation
11216,lKTxTrKz,Philidor Defense #2
11217,KcmaRSxt,Alekhine Defense: Two Pawn Attack
11218,6aDFIWBG,Caro-Kann Defense: Advance Variation |  Short Variation
11219,JwFWnETl,Alekhine Defense
11220,8dRrl55X,Alekhine Defense: Modern Variation |  Main Line
11221,wFstU6H4,Queen's Pawn Game: Symmetrical Variation
11222,MBiEb6b1,Sicilian Defense: Old Sicilian
11223,I68gWMT3,Robatsch (Modern) Defense
11224,jEV6APzw,Ponziani Opening: Jaenisch Counterattack
11225,myf3zxVd,Four Knights Game: Italian Variation |  Noa Gambit
11226,qtO43RJL,Ruy Lopez
11227,zI4GBeD7,Ponziani Opening: Jaenisch Counterattack
11228,KEywC6kR,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
11229,dcGMkHUE,Ruy Lopez: Morphy Defense |  Classical Defense Deferred
11230,uc2tMYfY,Ponziani Opening
11231,bx2fK6DQ,Ponziani Opening
11232,fPjHFTNL,Queen's Pawn Game #3
11233,TAJtb4qg,Ruy Lopez: Morphy Defense |  Classical Defense Deferred
11234,pzqKLpeT,Italian Game: Giuoco Pianissimo |  Canal Variation
11235,UUqJfPGz,Robatsch (Modern) Defense
11236,WKCIzgls,Ruy Lopez: Steinitz Defense
11237,3tX9qTuT,French Defense: Knight Variation
11238,We79CGAj,Semi-Slav Defense: Accelerated Move Order
11239,SitO3W0e,French Defense: La Bourdonnais Variation
11240,M0yXzeAG,English Defense
11241,FaBFS4A6,Queen's Gambit Accepted: Saduleto Variation
11242,BceRT6ia,French Defense: King's Indian Attack
11243,FWZXrmbd,Queen's Pawn Game
11244,Kos4NQdt,Slav Defense: Modern Line
11245,45JKnaVt,English Opening: King's English Variation
11246,gjjlb3Wr,Philidor Defense
11247,QzdedoG5,French Defense: Advance Variation
11248,Zj6afVMU,French Defense: Steinitz Attack
11249,kq9JANOG,Slav Defense
11250,jmgEVnjI,Queen's Pawn Game
11251,TQmPPbZY,Nimzo-Larsen Attack: Modern Variation #3
11252,TUD9thFU,Queen's Pawn Game: Chigorin Variation
11253,vU2xAawx,Italian Game: Anti-Fried Liver Defense
11254,K1R0h6S7,Sicilian Defense: Smith-Morra Gambit
11255,p1VK0VtA,French Defense: Steinitz Attack
11256,4ogE3IlW,French Defense: Exchange Variation
11257,iOFAKFSf,French Defense: Advance Variation #2
11258,vwXtmN4q,French Defense: Advance Variation #4
11259,CyfHdIci,French Defense #2
11260,tYvi7FNG,French Defense: Knight Variation
11261,Kclpqrwl,French Defense: Exchange Variation
11262,90tZY629,Tarrasch Defense: Two Knights Variation
11263,7pRm0JTW,King's Gambit Accepted |  Hanstein Gambit
11264,gMlM25Jr,Scotch Game: Schmidt Variation
11265,bQ9duviD,Italian Game: Anti-Fried Liver Defense
11266,l9zWUOip,Ruy Lopez: Exchange Variation
11267,w3ej43dD,Queen's Pawn Game
11268,RRNRhKjM,Scandinavian Defense: Main Line
11269,WRCq0dJs,Philidor Defense
11270,zQKoX8kb,French Defense: Reti-Spielmann Attack
11271,3YW2jdCY,King's Pawn Game: Leonardis Variation
11272,I81GWfOf,St. George Defense
11273,hvFyJb0x,Russian Game: Damiano Variation
11274,eFNI4mt5,French Defense: Advance Variation |  Paulsen Attack
11275,arV5860k,French Defense: Steinitz Attack
11276,RyXZUOxL,Ruy Lopez
11277,QAlTkfST,French Defense: Advance Variation |  Paulsen Attack
11278,YfM71i8S,French Defense: Knight Variation
11279,061LCiAb,French Defense: Knight Variation
11280,6t02ANX0,French Defense: Advance Variation |  Nimzowitsch System
11281,2B0zqXoo,Queen's Pawn Game: Levitsky Attack
11282,y7XMwJYp,King's Pawn Game: McConnell Defense
11283,9YwhzbXx,Sicilian Defense
11284,bhMDeuOb,King's Pawn Game: Leonardis Variation
11285,xgnbnW0a,Englund Gambit Declined |  Reversed French
11286,30UDeFhA,King's Gambit Declined |  Petrov's Defense
11287,gsFBil3q,Four Knights Game: Italian Variation
11288,kkXlHLyv,Scandinavian Defense: Mieses-Kotroc Variation
11289,AcdNj67e,French Defense: Exchange Variation
11290,LW7kerZs,Giuoco Piano
11291,kMQp9E8m,English Opening: Anglo-Scandinavian Defense
11292,eQihBvoU,Scandinavian Defense: Modern Variation #2
11293,p0OlEIGo,Sicilian Defense
11294,6IrjVPc0,Sicilian Defense #2
11295,mjh5u1Ig,Philidor Defense #3
11296,SFdjqzyr,Sicilian Defense
11297,quFoCNcW,Sicilian Defense: Brick Variation
11298,4URU1bmG,Four Knights Game: Italian Variation
11299,NaZOjwJY,Four Knights Game: Italian Variation
11300,nnmASxQ6,Scandinavian Defense: Mieses-Kotroc Variation
11301,cHhT3SPI,Queen's Pawn Game
11302,3XqyqiLZ,Philidor Defense #3
11303,EhpRGXtG,Queen's Pawn Game: Franco-Sicilian Defense
11304,duhtxKw6,Queen's Pawn Game
11305,UkIkOmsC,Danish Gambit Accepted
11306,j67nCume,Bishop's Opening: Berlin Defense
11307,DVaFUcT5,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
11308,WCNAaQop,French Defense: Normal Variation
11309,EAJcH3eg,Van't Kruijs Opening
11310,kWKvrqYL,Queen's Pawn Game: Zukertort Variation
11311,9tXo1AUZ,Philidor Defense
11312,2hAfHcWW,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
11313,fUzznpbV,Italian Game: Evans Gambit |  McDonnell Defense
11314,ox5WPHB1,Sicilian Defense: Franco-Sicilian Variation
11315,J5qDbdI2,French Defense: Knight Variation
11316,436pmb8k,Italian Game: Anti-Fried Liver Defense
11317,KUCLePTd,Portuguese Opening
11318,GxPfwKKO,Russian Game: Classical Attack |  Closed Variation
11319,k3buQmpE,Queen's Gambit Accepted: Accelerated Mannheim Variation
11320,qIStgGJx,Italian Game
11321,e7lWJcnK,Sicilian Defense: French Variation
11322,NfyHNEiR,Owen Defense
11323,z6gg3YYt,Sicilian Defense: Paulsen Variation
11324,w6yX99ya,Gedult's Opening
11325,un86XZiS,French Defense: Normal Variation
11326,TaJPxLiw,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
11327,r2khP5Vs,Queen's Gambit Accepted: Central Variation |  Greco Variation
11328,IVrAnmJv,Queen's Gambit Accepted: Central Variation |  Greco Variation
11329,vZvrBGAQ,Queen's Gambit Accepted: Rosenthal Variation
11330,9ptYOW8L,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation
11331,awZ3R17W,Caro-Kann Defense: Hillbilly Attack
11332,RS68WCJP,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
11333,jwaipTby,Caro-Kann Defense: Advance Variation |  Bayonet Attack
11334,u1g5LTHq,English Defense #2
11335,TciMcYZX,Caro-Kann Defense
11336,pi46u5H1,Queen's Pawn Game: Chigorin Variation
11337,13Bhzfum,Queen's Pawn Game: Symmetrical Variation
11338,hUEg89zo,Caro-Kann Defense: Advance Variation
11339,vFtmDOwT,Slav Defense: Modern Line
11340,3RyTRCMI,French Defense: Classical Variation |  Normal Variation
11341,2n4fQAJi,Queen's Gambit Accepted: Saduleto Variation
11342,bB8WETtM,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense
11343,Xe3gOrsz,Italian Game: Anti-Fried Liver Defense
11344,NTp13DPP,Ruy Lopez: Schliemann Defense |  Tartakower Variation
11345,ITipQLDu,Indian Game
11346,xJDUaj1h,Philidor Defense: Exchange Variation #2
11347,vWoHMisO,King's Indian Defense: Saemisch Variation
11348,VhJ7cV1L,Sicilian Defense: Najdorf Variation |  English Attack
11349,KCqT9eNw,Zukertort Opening: Nimzo-Larsen Variation
11350,Bs8JtkKB,Pirc Defense #3
11351,6qe4OBBp,Sicilian Defense: Najdorf Variation
11352,FtwV4vsK,Caro-Kann Defense
11353,dYbRt8WE,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation
11354,6fDBMspI,Scandinavian Defense: Modern Variation |  Gipslis Variation
11355,nCjGdt4W,Ruy Lopez: Closed |  8.c3
11356,3CmelaEs,Philidor Defense #3
11357,Xb7CydfV,Torre Attack #2
11358,dmDRp2sC,Hungarian Opening
11359,cmfM3vr9,Sicilian Defense: Kan Variation |  Knight Variation
11360,Hj23Y0k5,Bogo-Indian Defense: Gruenfeld Variation
11361,FoGBNiqO,Sicilian Defense: Delayed Alapin Variation
11362,fPQvNK6L,Queen's Pawn Game: Anglo-Slav Opening
11363,TPRYE54j,Dutch Defense
